,name,version,ratings,description
123,Blued - Gay Chat &amp; Gay Dating,3.7.0,25.0,"Blued is a diverse, fun &amp; reliable gay dating app with more than 54 million users globally. Blued allows you to date cute guys from around the world, or right next door! Go and make new friends, find cute guys, or get a life partner.

- Go livestream and earn bonus! 

Go live on your phone and express yourself ANYWHERE, at ANYTIME. Like singing, dancing, cosplaying or just chilling? We have something for everyone. 

- Safe &amp; Secure!

Blued cares about your privacy from the very start. Create an account and the fun begins! On Blued, you can create private photo albums, send private messages, video chat and even go live stream privately. We disabled screenshot or recording, so you can show yourself at ease, no pressure at all!

- More guys &amp; More fun! 

No matter what kind of guys you are into: twink, daddy, bear or jock. They all have joined Blued! Browse unlimited guys in your neighborhood or use our travel feature to meet guys anywhere in the world. Photos, audio &amp; video messages, GIF and real-time location sharing are all available in chatting! Finding your perfect man has never been easier!

- Connect with hot guys and stay updated!

Follow whoever you're interested and stay updated on their latest post in timeline and their live stream. Gym selfie? Check!

Photos, videos or live streaming depicting explicit content are not allowed.

- Blued Premium

Service: Blued Premium  Automatic Renewal

Price: $9.99 for monthly renewal; $19.99 for seasonal renewal; $49.99 for yearly renewal

The subscription will be charged through your iTunes account. Your subscription will be automatically renewed unless you cancel it within 24 hours prior to the end of the current subscription period in your iTunes Store settings. To join membership means agreeing to the following terms and agreements.

To cancel the subscription, please find ""Settings"" -&gt; ""iTunes Store and App Store"" -&gt; ""App ID""-&gt; ""View App ID""-&gt; ""Account Settings"" -&gt; ""Subscribe"" , choose Blued Premium to unsubscribe. If you do not cancel your subscription at least 24 hours before the end of the subscription period, this subscription will be automatically renewed.

Blued Premium Terms of Service: <a href=""https://international.blued.com/oversea/vip/item"" target=""_blank"">international.blued.com/oversea/vip/item</a> 
Blued Premium Automatic Renewal Agreement: <a href=""https://international.blued.com/oversea/vip/seriesItem"" target=""_blank"">international.blued.com/oversea/vip/seriesItem</a> 
Privacy Policy: <a href=""https://international.blued.com/oversea/vip/privacy"" target=""_blank"">international.blued.com/oversea/vip/privacy</a>

For troubleshooting and issues, please contact <a href=""mailto:support@blued.zendesk.com"" target=""_blank"">support@blued.zendesk.com</a>.

Facebook: <a href=""https://twitter.com/bluedapp"" target=""_blank"">@bluedapp</a>

Instagram: <a href=""https://twitter.com/bluedapp"" target=""_blank"">@bluedapp</a>

Twitter: <a href=""https://twitter.com/blued"" target=""_blank"">@blued</a><script id=""metamorph-49-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-50-start"" type=""text/x-placeholder""></script>
  <div id=""ember1533"" class=""ember-view""><script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-51-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-53-start"" type=""text/x-placeholder""></script>What's New in Version 3.7.0<script id=""metamorph-53-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>-Brand new version of Quick Chat, you deserve it!
-You can save your LIVE room doodle now - go and keep a record of your inspiration moment!
-Check out LIVE Studio Doodle Gallery! Share your brilliant ideas with us!<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></div>
"
124,SURGE – Gay Dating &amp; Chat App,7.4.9,91.0,"Looking for your next hot gay date? SURGE is a favorite free dating app for gays, bi, trans and queer men to meet, chat and date with lovely guys! Have fun, make new friends, or find a boyfriend in your area for FREE or upgrade to SURGE Premium to get unlimited access to all features and get even more connections!
 
Experience the “SURGE” of meetings with hot local gay, bi-sexual and trans studs who are up for some fun. Download SURGE today, it's 100% free to start with. We've worked hard to create a queer dating app that is easy to use and super simple to sign up with. 
 
NO ADS 
• You can browse queer guys in peace. 
 
SWIPING MECHANISM
• Browse hot gay men nearby by Swiping Right to “like” a guy and Swiping Left to “pass”. 
 
IT'S A MATCH
• Swipe right to get matched only with cuties you like. 
 
CHAT FOR FREE
• If you match with someone, head to the chat section and strike up a conversation immediately! Send pics or videos that vanish after a couple of seconds. GIFs and Stickers are at your disposal, too!
 
FILTERS
• Set your preferred age and distance range.
 
DIRECT MESSAGE
• Send an instant POWER Message to guys you like before you match.
 
SHOW YOUR SECRET PICS AFTER YOU CONNECT
• Upload profile pictures and after-match photos to your profile from your photo album, Facebook or Instagram. 
 
IN-APP CHAT SUPPORT 
• We are here to help and we speak your language - Any questions or comments? Message our admin for support.
 
Premium Account Features:
• Private Mode – be only visible to guys you liked beforehand.
• Who Liked Me – see everyone interested in you.
• Power Message – send out up to 5 power messages a day so that hot guy will see your like and message before he swipes left or right on you!
• After-match gallery – upload pictures that will be only visible to your matches.
• My history – search and edit your previous decision (like, dislike) about someone.
• Location Change – modify your location to discover men from different cities.
• Advanced filters – narrow down the type of guy you’re looking for or display only verified users.
• Have fun with stickers – use our custom SURGE stickers in chats.
 
Premium Membership:
• We offer 1 month, 3 months and 12 months options 
• Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period.
 
User security and Privacy:
• Profile Verification – see who was verified by our photo verification system.
• App protection – you can lock your app with a fingerprint.
• Messaging – only users who you match with are able to chat with you.
• Private Mode – be visible only to the men you like or match with.
• Snaps – send pics that disappear after a couple of seconds.
• Hide my age and distance – included in the Premium package.

About Us:
We strive to bring gay, bi and trans men together in an unique environment that will change the way you meet and date other men. We’re an open platform where you can be yourself while looking for great guys. We live by the motto NO LABELS, so it doesn’t matter if you are a Bear, a Twink, a Jock or a Show Queen. Come for fun and search through thousands of profiles to find your perfect guy. Try SURGE and change the way you approach new, sexy guys. 

Photos depicting any type of nudity, sex acts or porn are strictly prohibited. Any publicly exposed nude or naked photos will be removed. You must be at least 18 years old to sign up for SURGE.
 
Check our Privacy Policy for more information
<a href=""http://www.surgeapp.co/privacy"" target=""_blank"">surgeapp.co/privacy</a>
<a href=""http://www.surgeapp.com/terms"" target=""_blank"">surgeapp.com/terms</a>
Follow us on social media:
Facebook <a href=""https://twitter.com/surgeapp"" target=""_blank"">@surgeapp</a>.co
Instagram <a href=""https://twitter.com/surgeapp"" target=""_blank"">@surgeapp</a>

About our Premium Auto Renewable Subscriptions:
• Payment will be charged to iTunes Account at confirmation of purchase
• Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal
• Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase<script id=""metamorph-61-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-62-start"" type=""text/x-placeholder""></script>
  <div id=""ember1565"" class=""ember-view""><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-63-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-64-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-65-start"" type=""text/x-placeholder""></script>What's New in Version 7.4.9<script id=""metamorph-65-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-64-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-66-start"" type=""text/x-placeholder""></script>You keep swiping, we keep improving. Get the latest version for all the new features and bug fixes.<script id=""metamorph-66-end"" type=""text/x-placeholder""></script></div>
"
125,Atraf  - gay chat &amp; dating app,3.4.0,0.0,"Atraf is a fun and easy way to connect with other gay guys near you no matter where you are. Meet nearby men, chat with guys that are currently visiting your city and say “Hi” to locals on your next trip.

 Atraf lets you:
&gt; Check out guys in your city and in popular gay destinations worldwide, no matter where you are.
&gt; See detailed profiles and use built-in hashtags and filters to find EXACTLY what you want.
&gt; Upload up to 7 private or public pictures that’ll show other users what you’re all about.
&gt; See who checked out your profile and send them graphic footprints and quotes that will break the ice.
&gt; Read users’ shout-outs and see what everybody’s up to.

==================
Get more from your profile at:
<a href=""http://www.atraf.com/"" target=""_blank"">ATRAF.COM</a>
==================<script id=""metamorph-50-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-53-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>What's New in Version 3.4.0<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-53-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-55-start"" type=""text/x-placeholder""></script>- Misc. bug fixes<script id=""metamorph-55-end"" type=""text/x-placeholder""></script></div>
"
126,Gay Friendly. Dating Chat Meet,1.36,1.0,"Gay Dating app <a href=""http://gayfriendly.dating/"" target=""_blank"">GayFriendly.dating</a> was developed with great love and attention to details. Our team has more than 10 years of experience in dating sites and we tried to combine the most important features without overloading it. If you are looking for gay dating, trying to find love, new relationship, gay partner, or soulmate - we at ""GayFriendly"" can help you as we already helped thousands of happy users who found a perfect match with our gay dating service.

Features list for dating app <a href=""http://gayfriendly.dating/"" target=""_blank"">GayFriendly.dating</a>
- Instant registration and login with social networks (we do not publish anything there)
- Profile verification in 4 steps: photo, email, social networks and phone number.  Verified profiles are marked with special badge and get priority. We recommend you to verify your account (it's free) right after you install the app
- Upload up to 30 photos in high resolution
- Change photos order
- Search gay people near you (geo-location) with an option to specify search distance
- Search by such important criterias as: photo, higher-education, with/without children
- ""Like or Not gay game"" - fast matching by photo.  Check out the photo, click like or not - both sides will be notified in case of mutual sympathy
- Filter search results to see only active gay users (those who logged in last week)
- Filter search results to see only online gay users (those who are online right now)
- ""Like"" other users to show them your sympathy and get a match
- Setup in one click ""incoming messages filter"", to cut off irrelevant messages
- Easy to use chat resembling popular messages with smilies. Clearly visible statuses of messages (read/unread)
- Add users to favorite list to find them easily later
- Send for free welcome messages (""pickup lines"") from list of funny and original phrases
- Send shiny virtual gifts to attract attention and start a conversation
- Very detailed profiles including habits, hobbies, diet type (for vegetarians), character, pets, etc. Matching things are marked with color, so you can see what you both have in common and chat about it.
- Bounce your profile to the top of search results, highlight it with animation and background color to attract more attention

Install <a href=""http://gayfriendly.dating/"" target=""_blank"">GayFriendly.dating</a> right now and start browsing profiles of our gay users in a minute. Who knows, it might change your destiny!

<a href=""http://gayfriendly.dating/"" target=""_blank"">GayFriendly.dating</a> also helps to date in gay clubs and gay bars and parties - user built-in filter to search nearby online gay users, like each other in app and approach in real life

If you have and questions/ideas/complains regarding our dating app, please email them to <a href=""mailto:info@datesupport.net"" target=""_blank"">info@datesupport.net</a> and we will answer you shortly. You can also check FAQ page on our site <a href=""https://gayfriendly.dating/support"" target=""_blank"">gayfriendly.dating/support</a> and contact us there via live chat or contact form here https:/<a href=""http://gayfriendly.dating/contact"" target=""_blank"">gayfriendly.dating/contact</a>

Relevant searches: ""gayfriendly"", ""gay friendly dating"", gay date, gay dating app

Official website: <a href=""https://gayfriendly.dating/"" target=""_blank"">gayfriendly.dating</a>

__________
You can download and install app for free. You can also create a profile, upload photos, and view full-size photos of other users, ""like"" their profiles, add them to favorites list free of charge. In some cases, app can require to purchase a membership in order to chat without limitations. Membership terms can depend on user country, you can see exact terms and prices clearly on purchase screen:
- the purchase will be charged from your iTunes account after your confirmation
- your membership will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal
- any unused portion of a free trial period will be forfeited when you purchase a subscription
- after purchasing a membership you will be able to control it and cancel in your settings
- all personal data are kept according to the privacy policy of <a href=""http://gayfriendly.dating/"" target=""_blank"">gayfriendly.dating</a>. Additional information is available online here:
<a href=""https://gayfriendly.dating/privacy"" target=""_blank"">gayfriendly.dating/privacy</a>
<a href=""https://gayfriendly.dating/agreement"" target=""_blank"">gayfriendly.dating/agreement</a><script id=""metamorph-59-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-62-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>What's New in Version 1.36<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-62-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-64-start"" type=""text/x-placeholder""></script>- Apple Watch app<script id=""metamorph-64-end"" type=""text/x-placeholder""></script></div>
"
127,XConfessions. The Couples app,1.7,1.0,"The XConfessions App is a FREE, fun game for couples to discover new, shared fantasies! 

Download this free couple game right now to spice up your love life.

The free game is easy: connect with your partner, and individually swipe your way through hundreds of hot fantasies. Swipe right to fantasies that you’d like to try and left to ones you don’t. When you and your partner swipe right to the same fantasy it will appear in your couple’s “bank” of fantasies, ready for you to bring to life together 

Swipe, match, play. Dare to spice things up!

This sexy game is perfect for…
- If you’re in love or have a longterm partner but you want to add more romance to your long term relationship or marriage.
- When you’re dating someone new and want to discover what your new partner is into. 
- If you’ve met someone on a dating app and you’re trying to suss out whether they are a good match for you and worth meeting for a date. 
- If you’re single and on a journey of self love and discovery, you can play the game solo and find out what gets you hot and turns you on. 
- If you have romantic relationships with multiple people, there is no limit on how many people you can play the game with at one time so you can enjoy the XConfessions App with multiple partners, couples and “friends”! 


Playing the game and finding new fantasies with the XConfessions App: 
- Quickly and easily set up your profile for free. 
- Share your private code with your partner/s and connect. 
- Single or not in a couple? Play solo and get to know yourself better. 
- Dating multiple people? Play with as many people as you like.
- Independently swipe through hundreds of hot fantasies. If you like one and you want to try it, swipe right. If you don’t, swipe left. 
- When your partner swipes right to the same fantasy as you, you’ve got yourself a match! 
- All of your matches go into your couple’s bank of fantasies that you both want to try.
- Chat, schedule to meet and have a date IRL to go through your fantasies and have some fun

User security and privacy whilst playing the game: 
- Only users who you share your code with are able to play with you. 
- And, there’s no pressure: you and your partner will only see fantasies that you have both liked and swiped right to. 


The XConfessions App is a free, romantic, fun, friendly, secure and interactive truth or dare game. Couples of all genders and orientations are welcome to join and play. So whether you’re gay, lesbian, bisexual, or part of the LGBTQ+ community you can be proud of who you are with our orientation feature when you sign up and you’ll only see cards that are relevant to you! We welcome all genders too, not just women and men, so use the gender selector when you sign up to see the right cards for you. 

Our values are based on love, positivity, inclusivity and speaking openly about your desires. The fantasies are inspired by truth or dare games, but they are much hotter. Each card on the app caters for a wide range of fantasies. From special parties to photos and romantic love scenarios. Whether you’re a swinger or an old school romantic, there are fantasies for everyone. 

If you have a girlfriend, boyfriend, husband, wife, friend with benefits, intimate friend, partner, you’re dating someone new, or you’re in a long term romantic couple, the XConfessions App makes it easier to talk to your partner about new fantasies. If you’re single, you can get to understand yourself better. 

Get fun in the best intimate game for adults!<script id=""metamorph-58-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-59-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-60-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-62-start"" type=""text/x-placeholder""></script>What's New in Version 1.7<script id=""metamorph-62-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>Minor bug fixes &amp; improvements.<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></div>
"
128,PearUp - Chat &amp; Dating App,3.6.0,19.0,"Join the #NoSwipe revolution! 
With over 10 million matches generated to date, PearUp® is the fastest growing community of students and young professionals.  

Why #NoSwipe?

You’ll notice that we don’t have swiping like a lot of apps do. 
We want to connect people for meaningful lasting connections. We recognize the limitations of left and right swipes, as with most things in life, it’s usually not a binary. So we worked hard to make things better.
Here you select how you feel, and the system will try its best to create match pairs that are MOST INTERESTED in each other. So you no longer need to search through your matches.

Stop swiping, start connecting.


More features!

Unlimited Messaging
- Talk to as many people as you would like through text or photos.
Add your Friends
- Find your friends who use the app with PearUp’s custom Handles. 
Match Filters
- Meet people you are truly interested in with our customized match filters.
Online Matches
- Get matched with people that are online at the same time as you. 
Customized Notifications
- Select your preferred notification types to get notified with exactly what you want.

…and many more!

Join now :)<script id=""metamorph-58-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-59-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-60-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-62-start"" type=""text/x-placeholder""></script>What's New in Version 3.6.0<script id=""metamorph-62-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>This update includes:
- New app icon.
- Performance improvements and bug fixes.

If you enjoy using PearUp, please consider rating our app or leaving a nice review :)<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></div>
"
129,GRUNT,4.9,0.0,"Grunt is the next generation social networking app for meeting anyone nearby!

Regardless of your gender or sexuality or what your into, Grunt is for everyone...everywhere.

With Grunt, use GPS location services to locate other Grunt users in your area. Make new friends, catch up with existing ones or even find someone new in your local area, without limit! Just keep scrolling to see who is just a little further away from your shared location.

Feeling shy? Don’t know what to say to break the ice? Why not show your interest by hitting the Grunt button to send a convenient message of interest? It’s just one tap away.

Grunt is proud to be the first social networking app to provide audio greeting functions for all users, as well as video galleries for profiles! Take the guesswork out of wondering what other Grunt users sound like, not just what they look like, to give yourself a better idea of what they are like in real life. When viewing their profile, tap on the speaker.

You can not only send other Grunt users messages and images, but audio and video messages too! You can add them to your favorites. You can even view profiles of other Grunt users who have viewed your profile, as well as revisit users by your view history.

Beyond regular GPS search facility, we also have user community functions such as online groups. Create your own themed group or join an existing group and share messages with like-minded Grunt users.

What are you waiting for? 

Try Grunt out for yourself, and see why we are the fastest growing social networking app for everyone regardless of your gender or sexuality! 

Your night out might just be a tap and a swipe away!

Please note: this app is intended for use only by adults aged 18 or over.

Voice Intros Patent Pending.
Copyright 2014-2020 Sentedia, LLC

Follow us for updates on GRUNT:
<a href=""https://twitter.com/gruntapp"" target=""_blank"">@gruntapp</a> on Twitter/Facebook/Instagram<script id=""metamorph-49-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-50-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-51-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-53-start"" type=""text/x-placeholder""></script>What's New in Version 4.9<script id=""metamorph-53-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>Updated for IOS 13<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></div>
"
130,"Tagged -Chill, Chat &amp; Go Live!",9.37.0,1379.0,"Tagged is the #1 place to link up with new people, chill and play games with over 300 Million other users!

So, what makes us different from other apps? On Tagged, we KEEP IT REAL. 
You can do YOU and be accepted for who you are. 
No need to change your personality on here, you’re already LIT!

The question is, are you ready?! DOWNLOAD NOW and join our Fam ASAP!

With a single swipe of the thumb you can:
- Watch a Live stream, or start your own
- Make a quick connection with ladies and guys nearby
- Match with people just like you, thanks to our algorithm
- Chat with new friends

We look out for you too! - We take your privacy very seriously. 
Your exact location and personal information will NEVER be given without your permission. 
YOU decide if, when, and how you want to connect.


________________________
Tagged's terms of use is located here:
<a href=""http://www.tagged.com/terms_of_service.html"" target=""_blank"">tagged.com/terms_of_service.html</a>

Tagged's Privacy Policy is located at: <a href=""http://www.tagged.com/terms_of_service.html?#privacy_policy"" target=""_blank"">tagged.com/terms_of_service.html?#privacy_policy</a>

Meet people faster by joining Tagged Premium:

1 month packages start at $9.99
3 month packages start at $20.99
6 month packages start at $29.99
12 month packages start at $47.99

Payment will be charged to your iTunes Account at confirmation of purchase.
Your account will be charged for renewal within 24-hours prior to the end of the current 1, 3, 6 or 12 month periods unless auto-renew is turned off at least 24-hours before the end of the current period

Auto-renewal may be turned off by going to the user's iTunes Account Settings after purchase. No cancellation of the current subscription is allowed during the active subscription period<script id=""metamorph-60-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
  <div id=""ember1558"" class=""ember-view""><script id=""metamorph-62-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-62-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-63-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-64-start"" type=""text/x-placeholder""></script>What's New in Version 9.37.0<script id=""metamorph-64-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-63-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-65-start"" type=""text/x-placeholder""></script>- Bug fixes and performance optimizations<script id=""metamorph-65-end"" type=""text/x-placeholder""></script></div>
"
131,"HOLE, the gay chat &amp; dating",3.0.12,3.0,"Open HOLE and you are one tap away from finding a partner. After you publish your request, the app will show people near you wishing to hook up right now. When you like someone who likes you back, the app gives you one hour to get to know each other and decide where to meet. Quick and simple.

You must be at least 18 years of age to access and use HOLE.

HOLE uses auto-renewing subscriptions — you have to subscribe to get inside. Here's what you should know about HOLE subscriptions:

- If you choose to purchase a weekly, monthly, 3 months, 6 months or annual subscription you'll be able to post meeting requests and interact via chats with the other users who are online during the chosen subscription period without any limitations. The prices may vary per country and are subject to change without notice. Prices are clearly displayed in the app.
- Your subscription will renew automatically unless you turn off auto-renew at least 24 hours before the end of the current subscription period.
- Your free 7-day trial, if proposed, begins when you subscribe for the first time.
- After 7 days, the monthly payment for the subscription will be automatically charged to your account. You can cancel the trial at any time.
- Use iTunes' Account Settings to manage your auto-renewal and account preferences.
- To cancel your subscription, turn off auto-renew and wait for your subscription to expire.
- If you purchase a subscription during the trial period, the unused portion of your trial period will be forfeited.
- All personal data is handled under the terms and conditions of HOLE's privacy policy. For more information, visit <a href=""https://soulplatform.com/legal/HOLE/policy"" target=""_blank"">soulplatform.com/legal/HOLE/policy</a>

Terms and Conditions: <a href=""https://soulplatform.com/legal/HOLE/terms"" target=""_blank"">soulplatform.com/legal/HOLE/terms</a><script id=""metamorph-49-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-50-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-51-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-53-start"" type=""text/x-placeholder""></script>What's New in Version 3.0.12<script id=""metamorph-53-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>Improvements and bug fixes.<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></div>
"
132,Just A Baby,17.7,3.0,"It takes two people to make a baby. Just a Baby is the world’s newest meeting place connecting you to thousands of people worldwide open to discussing surrogacy, egg donation, sperm donation, co-parenting and parenting relationships. It’s free to find matches and chat, bringing you a step closer to achieving your dream of starting your own family!

Swipe. Match. Connect. Using Just A Baby is fun and easy – just swipe right to like someone or swipe left to pass. If someone likes you back, then it’s a match! We will then connect you together through the built-in messaging app and let’s see where things go! No stress, no hassle. Just swipe, match and connect until you are ready to meet the perfect partner in the real world.

Welcome to Just A Baby - the world’s hottest community for people looking for surrogates, co-parents, sperm and egg donors. Start your journey now – start swiping!

WHAT TYPE OF RELATIONSHIP DO YOU WANT?

Some people just want to conceive or help others with it, others may be interested in some level of involvement or communication, some want an anonymous arrangement, some just want to chat and think things over, and then some are open to a relationship. It all depends who you meet, what you’re looking for and where you’re at in life.

MAYBE YOU CAN HELP OTHERS?

Heaps of people certainly need your help. Let people know what you have to offer and start a conversation! You never know where that might take you and who you might meet. If you are offering sperm, eggs, or an embryo, let that show on your Just a Baby profile. Are you interested in having a discussion about surrogacy? Is there a more beautiful way to help another person or family?

MORE FEATURES? GO PLUS!

Upgrade to Just A Baby Plus and experience a whole new level of premium features including: Masquerade mode to swipe in full privacy without giving away your personal information, Unlimited Like List to view the infinite list of users who liked you and the profiles you’ve liked, sending photo messages, giving feedback to users, the ‘Maybe Pile’ feature which gives you the ability to put profiles on a “Maybe” list which you can go back at a later time and archived messages.

Grow your family your way. Download Just a Baby and start your journey today.

We're always excited to hear from you! If you have any feedback, questions, or concerns, please email us at <a href=""mailto:info@justababy.com"" target=""_blank"">info@justababy.com</a>.

----------------------------------------------------------------

Terms of Subscription

Length of subscription: 1 month, 6 months or 12 months access to Just a Baby+ Premium features. Payment will be charged to iTunes Account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. The account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable. JAB Credits (1 JAB Credit, 5 JAB Credits, 10 JAB Credits) will allow users to send the direct message to potential donors.

For more information, please visit:
Terms of Service: <a href=""https://www.justababy.io/terms-of-service/"" target=""_blank"">justababy.io/terms-of-service</a>
Privacy Policy: <a href=""https://www.justababy.io/privacy-safety/"" target=""_blank"">justababy.io/privacy-safety</a><script id=""metamorph-62-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-63-start"" type=""text/x-placeholder""></script>
  <div id=""ember1572"" class=""ember-view""><script id=""metamorph-64-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-64-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-65-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-66-start"" type=""text/x-placeholder""></script>What's New in Version 17.7<script id=""metamorph-66-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-65-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-67-start"" type=""text/x-placeholder""></script>This version includes bug fixes and overall performance optimization.<script id=""metamorph-67-end"" type=""text/x-placeholder""></script></div>
"
